fact_key,accm_txn_complete_time
13041,5/29/2022 8:28
13042,5/31/2022 12:07
13043,5/30/2022 12:11
13044,5/31/2022 8:59
13045,6/1/2022 16:29
13046,6/1/2022 13:08
13047,5/28/2022 14:23
13048,5/30/2022 9:53
13049,5/31/2022 12:37
13050,6/1/2022 8:58
13051,5/29/2022 8:51
13052,5/30/2022 9:19
13053,5/30/2022 9:09
13054,5/31/2022 12:34
13055,5/31/2022 16:55
13056,5/29/2022 16:22
13057,5/29/2022 9:04
13058,5/29/2022 10:36
13059,5/29/2022 13:14
13060,6/1/2022 13:55
13061,5/28/2022 12:52
13062,6/1/2022 11:40
13063,5/29/2022 10:12
13064,5/28/2022 8:16
13065,5/28/2022 15:02
13066,5/29/2022 16:56
13067,6/1/2022 11:25
13068,5/31/2022 10:30
13069,5/30/2022 8:20
13070,5/29/2022 14:12
13071,5/28/2022 9:25
13072,5/28/2022 10:25
13073,5/29/2022 11:57
13074,6/1/2022 14:28
13075,5/28/2022 16:59
13076,5/28/2022 13:01
13077,5/28/2022 9:31
13078,5/29/2022 13:02
13079,6/1/2022 10:28
13080,6/1/2022 12:40
13081,5/29/2022 12:16
13082,5/28/2022 14:35
13083,5/29/2022 11:34
13084,5/28/2022 12:46
13085,6/1/2022 16:38
13086,5/29/2022 8:09
13087,5/29/2022 14:52
13088,5/29/2022 8:52
13089,5/28/2022 9:06
13090,5/29/2022 11:10
13091,5/30/2022 16:27
13092,5/29/2022 13:49
13093,6/1/2022 14:53
13094,6/1/2022 14:52
13095,5/29/2022 12:55
13096,5/28/2022 12:30
13097,6/1/2022 14:47
13098,5/31/2022 14:26
13099,6/1/2022 12:28
13100,5/31/2022 15:15
13101,5/31/2022 16:50
13102,5/28/2022 13:31
13103,5/28/2022 12:51
13104,5/28/2022 16:56
13105,5/30/2022 12:13
13106,5/30/2022 11:11
13107,6/1/2022 11:57
13108,5/29/2022 10:46
13109,5/31/2022 12:56
13110,5/30/2022 13:41
13111,5/28/2022 11:12
13112,5/28/2022 12:52
13113,5/31/2022 9:28
13114,5/30/2022 15:21
13115,5/30/2022 8:37
13116,6/1/2022 11:26
13117,5/28/2022 9:57
13118,5/31/2022 14:26
13119,5/28/2022 13:37
13120,5/31/2022 16:13
13121,5/30/2022 11:16
13122,5/29/2022 8:06
13123,5/30/2022 12:39
13124,5/31/2022 15:09
13125,6/1/2022 11:53
13126,5/28/2022 12:47
13127,6/1/2022 14:00
13128,5/31/2022 10:29
13129,5/30/2022 11:15
13130,5/30/2022 9:15
13131,5/30/2022 13:21
13132,5/29/2022 10:43
13133,5/28/2022 16:25
13134,5/30/2022 11:09
13135,5/31/2022 11:18
13136,5/31/2022 8:35
13137,6/1/2022 11:27
13138,6/1/2022 8:36
13139,5/28/2022 8:01
13140,6/1/2022 11:51
13141,5/29/2022 15:24
13142,5/31/2022 10:47
13143,5/30/2022 10:54
13144,5/30/2022 14:41
13145,5/30/2022 13:20
13146,5/29/2022 15:28
13147,5/30/2022 12:00
13148,5/30/2022 10:29
13149,6/1/2022 10:01
13150,5/30/2022 16:35
13151,5/31/2022 14:15
13152,5/30/2022 8:52
13153,5/31/2022 12:49
13154,5/31/2022 13:58
13155,5/30/2022 11:40
13156,6/1/2022 9:49
13157,5/31/2022 13:08
13158,6/1/2022 16:49
13159,5/31/2022 9:20
13160,6/1/2022 11:19
13161,5/29/2022 15:49
13162,5/30/2022 10:27
13163,6/1/2022 9:57
13164,5/31/2022 16:52
13165,5/30/2022 14:30
13166,5/30/2022 8:26
13167,5/31/2022 14:08
13168,6/1/2022 12:06
13169,6/1/2022 14:13
13170,6/1/2022 11:36
13171,5/31/2022 15:07
13172,6/1/2022 16:36
13173,5/30/2022 13:32
13174,6/1/2022 14:16
13175,5/28/2022 9:39
13176,5/29/2022 16:37
13177,5/31/2022 11:17
13178,5/31/2022 15:47
13179,5/28/2022 9:23
13180,5/29/2022 8:00
13181,5/28/2022 13:01
13182,5/28/2022 16:02
13183,5/29/2022 13:24
13184,5/31/2022 8:59
13185,6/1/2022 8:12
13186,5/31/2022 12:25
13187,5/28/2022 10:42
13188,6/1/2022 15:03
13189,6/1/2022 13:29
13190,5/28/2022 15:05
13191,5/31/2022 12:49
13192,5/30/2022 16:52
13193,5/28/2022 10:02
13194,5/31/2022 11:06
13195,5/30/2022 16:08
13196,6/1/2022 14:08
13197,5/30/2022 16:24
13198,5/28/2022 9:20
13199,5/30/2022 13:03
13200,5/30/2022 13:13
13201,5/28/2022 16:13
13202,5/29/2022 9:54
13203,5/29/2022 8:27
13204,5/31/2022 12:56
13205,5/28/2022 15:07
13206,5/29/2022 9:49
13207,5/29/2022 12:16
13208,5/28/2022 11:36
13209,5/28/2022 9:03
13210,5/31/2022 14:56
13211,5/28/2022 8:21
13212,5/30/2022 15:00
13213,5/29/2022 15:59
13214,5/29/2022 14:23
13215,5/29/2022 11:59
13216,5/30/2022 11:06
13217,5/31/2022 14:20
13218,5/30/2022 12:25
13219,5/28/2022 11:09
13220,5/28/2022 16:23
13221,5/30/2022 12:56
13222,5/31/2022 15:57
13223,5/29/2022 9:24
13224,5/28/2022 13:54
13225,5/29/2022 10:01
13226,5/29/2022 10:41
13227,5/28/2022 15:37
13228,5/30/2022 10:13
13229,5/31/2022 11:59
13230,6/1/2022 9:21
13231,5/29/2022 13:28
13232,5/31/2022 15:44
13233,6/1/2022 8:13
13234,5/30/2022 14:46
13235,5/29/2022 15:26
13236,5/31/2022 11:47
13237,6/1/2022 10:07
13238,5/29/2022 9:46
13239,5/28/2022 16:25
13240,5/31/2022 9:49
13241,5/28/2022 14:24
13242,5/31/2022 12:25
13243,5/31/2022 10:01
13244,5/30/2022 9:59
13245,6/1/2022 10:55
13246,5/31/2022 9:12
13247,5/31/2022 14:09
13248,5/28/2022 12:48
13249,5/31/2022 10:16
13250,5/29/2022 12:43
13251,5/29/2022 10:48
13252,5/30/2022 12:47
13253,5/28/2022 12:00
13254,5/29/2022 12:36
13255,5/31/2022 8:40
13256,5/28/2022 13:50
13257,5/31/2022 12:17
13258,5/31/2022 15:11
13259,5/29/2022 8:22
13260,5/28/2022 12:24
13261,5/29/2022 11:19
13262,5/29/2022 10:07
13263,6/1/2022 14:13
13264,5/29/2022 10:10
13265,5/31/2022 12:46
13266,5/30/2022 14:59
13267,5/29/2022 9:40
13268,5/28/2022 12:13
13269,5/30/2022 14:33
13270,5/31/2022 15:42
13271,6/1/2022 15:46
13272,5/29/2022 16:31
13273,5/30/2022 12:33
13274,5/29/2022 9:55
13275,5/29/2022 9:08
13276,5/30/2022 15:47
13277,5/30/2022 14:49
13278,5/28/2022 13:09
13279,6/1/2022 10:57
13280,5/29/2022 13:00
13281,5/31/2022 8:06
13282,5/30/2022 9:05
13283,5/31/2022 12:00
13284,5/29/2022 11:14
13285,5/31/2022 16:16
13286,5/30/2022 8:53
13287,5/30/2022 12:45
13288,5/30/2022 16:32
13289,5/29/2022 11:31
13290,5/31/2022 13:27
13291,5/28/2022 13:07
13292,5/29/2022 9:43
13293,6/1/2022 9:19
13294,5/29/2022 12:37
13295,6/1/2022 15:13
13296,5/30/2022 13:44
13297,6/1/2022 8:39
13298,6/1/2022 14:32
13299,6/1/2022 8:30
13300,5/31/2022 9:27
13301,6/1/2022 14:41
13302,5/28/2022 16:50
13303,5/30/2022 10:29
13304,5/29/2022 8:53
13305,5/31/2022 10:27
13306,5/30/2022 14:59
13307,5/30/2022 8:41
13308,6/1/2022 8:51
13309,5/31/2022 12:43
13310,5/28/2022 13:31
13311,5/31/2022 11:11
13312,5/28/2022 12:47
13313,5/31/2022 16:03
13314,5/30/2022 16:19
13315,6/1/2022 11:53
13316,5/31/2022 14:26
13317,5/30/2022 8:15
13318,5/29/2022 13:22
13319,5/31/2022 10:01
13320,5/30/2022 13:41
13321,5/31/2022 9:53
13322,5/30/2022 8:48
13323,5/29/2022 10:21
13324,5/28/2022 14:36
13325,5/28/2022 14:21
13326,5/30/2022 11:06
13327,6/1/2022 10:38
13328,5/30/2022 13:29
13329,5/31/2022 8:07
13330,5/28/2022 9:03
13331,5/31/2022 10:37
13332,5/28/2022 9:00
13333,5/29/2022 15:36
13334,5/30/2022 8:50
13335,5/28/2022 10:38
13336,5/28/2022 10:19
13337,5/30/2022 13:11
13338,6/1/2022 8:49
13339,5/30/2022 15:31
13340,5/31/2022 16:11
13341,5/30/2022 13:03
13342,5/30/2022 16:29
13343,5/28/2022 13:31
13344,5/31/2022 13:49
13345,5/30/2022 8:20
13346,5/31/2022 15:00
13347,6/1/2022 16:45
13348,5/28/2022 9:06
13349,6/1/2022 10:38
13350,5/30/2022 10:07
13351,5/30/2022 11:12
13352,5/29/2022 8:44
13353,5/29/2022 8:24
13354,5/31/2022 13:09
13355,5/30/2022 9:57
13356,5/31/2022 13:08
13357,5/30/2022 14:21
13358,5/28/2022 10:22
13359,5/28/2022 15:52
13360,5/28/2022 11:27
13361,6/1/2022 8:12
13362,5/28/2022 15:57
13363,5/29/2022 8:31
13364,5/28/2022 10:37
13365,6/1/2022 14:26
13366,5/31/2022 12:54
13367,5/28/2022 15:37
13368,5/30/2022 10:30
13369,5/28/2022 12:19
13370,5/31/2022 8:01
13371,5/28/2022 14:06
13372,5/28/2022 8:23
13373,5/30/2022 12:23
13374,6/1/2022 11:40
13375,5/28/2022 8:31
13376,5/28/2022 13:31
13377,5/31/2022 8:15
13378,5/28/2022 13:23
13379,5/29/2022 10:55
13380,5/30/2022 10:11
13381,5/29/2022 9:08
13382,6/1/2022 9:17
13383,5/29/2022 14:08
13384,5/28/2022 12:18
13385,6/1/2022 9:45
13386,6/1/2022 14:39
13387,5/28/2022 9:40
13388,5/30/2022 11:05
13389,5/31/2022 14:59
13390,5/30/2022 11:52
13391,5/31/2022 12:57
13392,5/29/2022 10:32
13393,5/30/2022 11:00
13394,5/29/2022 12:12
13395,5/28/2022 9:21
13396,5/28/2022 13:27
13397,5/30/2022 13:06
13398,5/29/2022 9:09
13399,5/31/2022 15:27
13400,6/1/2022 16:53
13401,6/1/2022 14:37
13402,5/30/2022 16:07
13403,5/29/2022 15:36
13404,5/31/2022 9:51
13405,5/30/2022 13:48
13406,5/30/2022 11:14
13407,5/31/2022 10:52
13408,5/30/2022 15:06
13409,5/31/2022 8:56
13410,5/28/2022 8:00
13411,5/28/2022 10:14
13412,5/30/2022 11:51
13413,5/28/2022 8:58
13414,5/31/2022 12:40
13415,5/29/2022 15:29
13416,5/30/2022 14:43
13417,5/31/2022 10:53
13418,5/31/2022 15:56
13419,5/29/2022 13:26
13420,5/31/2022 13:13
13421,6/1/2022 8:31
13422,5/29/2022 11:19
13423,5/31/2022 12:15
13424,5/29/2022 15:36
13425,5/30/2022 9:36
13426,5/30/2022 12:56
13427,6/1/2022 16:28
13428,6/1/2022 15:29
13429,6/1/2022 15:29
13430,6/1/2022 16:06
13431,5/31/2022 13:34
13432,6/1/2022 15:24
13433,5/29/2022 16:30
13434,5/31/2022 12:55
13435,5/30/2022 10:39
13436,5/29/2022 14:21
13437,5/29/2022 15:23
13438,6/1/2022 15:51
13439,5/31/2022 10:18
13440,6/1/2022 9:28
13441,5/30/2022 11:23
13442,5/30/2022 10:42
13443,5/31/2022 16:59
13444,5/31/2022 16:08
13445,5/29/2022 9:11
13446,5/31/2022 12:47
13447,5/28/2022 16:27
13448,5/30/2022 16:28
13449,6/1/2022 16:43
13450,5/29/2022 10:35
13451,5/31/2022 10:44
13452,5/29/2022 11:05
13453,5/29/2022 10:20
13454,5/28/2022 16:15
13455,5/28/2022 13:29
13456,5/29/2022 12:22
13457,6/1/2022 15:54
13458,5/31/2022 10:03
13459,5/28/2022 12:24
13460,5/28/2022 9:19
13461,5/30/2022 14:32
13462,5/31/2022 12:26
13463,6/1/2022 13:15
13464,5/30/2022 10:41
13465,5/31/2022 8:21
13466,5/29/2022 8:18
13467,5/29/2022 14:48
13468,6/1/2022 10:19
13469,5/31/2022 14:42
13470,5/31/2022 10:19
13471,5/31/2022 15:45
13472,5/29/2022 11:07
13473,5/28/2022 11:54
13474,5/31/2022 14:06
13475,5/31/2022 14:34
13476,5/31/2022 10:16
13477,5/30/2022 14:27
13478,5/30/2022 9:32
13479,5/28/2022 13:32
13480,6/1/2022 13:45
13481,5/31/2022 11:13
13482,6/1/2022 9:36
13483,5/28/2022 9:12
13484,5/28/2022 14:50
13485,5/30/2022 11:18
13486,5/29/2022 8:25
13487,5/31/2022 16:18
13488,6/1/2022 8:32
13489,5/29/2022 16:10
13490,5/30/2022 13:58
13491,6/1/2022 15:21
13492,5/28/2022 12:29
13493,5/28/2022 14:13
13494,6/1/2022 13:20
13495,5/31/2022 13:14
13496,6/1/2022 8:45
13497,5/29/2022 12:45
13498,5/28/2022 10:22
13499,5/29/2022 16:09
13500,5/29/2022 9:38
13501,5/29/2022 15:59
13502,6/1/2022 16:40
13503,5/31/2022 8:22
13504,5/31/2022 14:04
13505,5/29/2022 9:34
13506,5/31/2022 8:01
13507,6/1/2022 9:38
13508,5/30/2022 8:45
13509,5/31/2022 11:41
13510,6/1/2022 13:11
13511,5/28/2022 13:01
13512,5/30/2022 15:14
13513,5/31/2022 16:14
13514,5/29/2022 11:04
13515,6/1/2022 9:25
13516,5/30/2022 12:29
13517,6/1/2022 14:08
13518,5/31/2022 13:29
13519,5/28/2022 8:12
13520,5/30/2022 16:09
13521,5/28/2022 9:46
13522,5/31/2022 11:10
13523,6/1/2022 15:21
13524,5/29/2022 8:50
13525,5/31/2022 14:59
13526,5/31/2022 13:40
13527,5/31/2022 11:44
13528,5/31/2022 9:23
13529,6/1/2022 14:15
13530,5/31/2022 8:20
13531,5/30/2022 8:17
13532,5/28/2022 10:03
13533,5/30/2022 8:22
13534,5/29/2022 12:35
13535,5/30/2022 11:56
13536,5/30/2022 11:50
13537,5/31/2022 15:01
13538,6/1/2022 16:15
13539,6/1/2022 13:30
13540,5/30/2022 15:42
13541,5/29/2022 16:07
13542,5/31/2022 10:43
13543,6/1/2022 15:50
13544,5/29/2022 8:47
13545,5/28/2022 12:15
13546,5/29/2022 13:02
13547,5/28/2022 8:32
13548,5/30/2022 12:13
13549,5/31/2022 12:08
13550,5/28/2022 13:31
13551,5/28/2022 14:43
13552,5/28/2022 15:50
13553,5/31/2022 8:06
13554,5/29/2022 13:15
13555,5/28/2022 8:40
13556,5/30/2022 9:55
13557,5/29/2022 16:50
13558,5/30/2022 16:17
13559,5/31/2022 9:32
13560,5/28/2022 13:29
13561,5/31/2022 15:02
13562,5/28/2022 9:41
13563,5/28/2022 12:06
13564,6/1/2022 10:18
13565,6/1/2022 8:06
13566,5/30/2022 10:59
13567,5/28/2022 13:09
13568,6/1/2022 14:37
13569,5/29/2022 13:27
13570,5/31/2022 14:34
13571,5/31/2022 9:17
13572,5/31/2022 13:21
13573,6/1/2022 9:52
13574,5/31/2022 11:39
13575,5/30/2022 9:16
13576,6/1/2022 8:41
13577,5/28/2022 15:34
13578,5/30/2022 11:54
13579,5/28/2022 8:46
13580,5/28/2022 14:50
13581,5/30/2022 9:33
13582,5/29/2022 10:12
13583,5/29/2022 11:47
13584,6/1/2022 14:11
13585,6/1/2022 15:48
13586,5/28/2022 11:17
13587,5/30/2022 15:51
13588,5/29/2022 9:47
13589,6/1/2022 13:36
13590,5/29/2022 8:47
13591,5/29/2022 15:22
13592,5/29/2022 16:58
13593,5/30/2022 9:04
13594,5/28/2022 9:05
13595,5/31/2022 16:18
13596,5/28/2022 13:05
13597,5/31/2022 15:03
13598,5/28/2022 9:44
13599,6/1/2022 10:30
13600,5/28/2022 14:18
13601,6/1/2022 15:54
13602,5/31/2022 10:56
13603,6/1/2022 9:54
13604,5/29/2022 13:36
13605,5/30/2022 14:17
13606,5/30/2022 12:55
13607,5/31/2022 15:19
13608,5/31/2022 9:31
13609,5/28/2022 9:21
13610,6/1/2022 10:34
13611,5/31/2022 13:14
13612,5/30/2022 11:14
13613,5/29/2022 8:47
13614,5/28/2022 9:15
13615,5/28/2022 15:31
13616,6/1/2022 9:19
13617,6/1/2022 12:27
13618,5/29/2022 12:32
13619,5/30/2022 12:23
13620,5/29/2022 16:30
13621,5/31/2022 8:49
13622,5/29/2022 12:13
13623,5/28/2022 8:52
13624,5/28/2022 15:45
13625,5/28/2022 10:55
13626,5/30/2022 9:07
13627,5/31/2022 10:42
13628,6/1/2022 8:58
13629,5/30/2022 12:32
13630,5/30/2022 15:06
13631,5/31/2022 15:03
13632,5/29/2022 8:14
13633,5/29/2022 10:18
13634,6/1/2022 14:05
13635,5/30/2022 16:19
13636,5/30/2022 16:48
13637,5/31/2022 8:52
13638,6/1/2022 8:37
13639,5/29/2022 10:31
13640,5/29/2022 9:42
13641,5/31/2022 10:43
13642,5/31/2022 8:34
13643,5/29/2022 14:42
13644,6/1/2022 15:30
13645,6/1/2022 9:17
13646,5/31/2022 15:29
13647,5/29/2022 12:37
13648,5/28/2022 15:57
13649,5/30/2022 9:40
13650,5/29/2022 8:23
13651,5/31/2022 13:18
13652,5/31/2022 13:34
13653,5/31/2022 13:47
13654,5/28/2022 14:13
13655,5/29/2022 16:53
13656,5/31/2022 13:19
13657,6/1/2022 10:15
13658,5/29/2022 8:00
13659,5/28/2022 15:23
13660,5/30/2022 14:58
13661,5/31/2022 16:01
13662,6/1/2022 10:16
13663,5/28/2022 15:11
13664,6/1/2022 9:41
13665,6/1/2022 10:43
13666,5/30/2022 16:10
13667,5/31/2022 16:45
13668,5/30/2022 9:55
13669,5/30/2022 14:31
13670,5/28/2022 10:46
13671,5/28/2022 10:18
13672,5/28/2022 8:01
13673,5/28/2022 11:19
13674,5/30/2022 10:02
13675,5/29/2022 15:42
13676,5/29/2022 16:38
13677,5/28/2022 13:44
13678,5/30/2022 12:05
13679,5/30/2022 15:08
13680,5/28/2022 9:25
13681,5/29/2022 9:25
13682,5/29/2022 14:35
13683,5/29/2022 13:41
13684,5/28/2022 12:23
13685,5/30/2022 14:52
13686,5/28/2022 9:49
13687,5/28/2022 15:26
13688,5/31/2022 9:35
13689,6/1/2022 13:17
13690,5/31/2022 9:58
13691,5/29/2022 9:11
13692,5/28/2022 14:09
13693,5/30/2022 14:02
13694,5/30/2022 9:08
13695,5/30/2022 10:51
13696,6/1/2022 9:40
13697,5/28/2022 15:29
13698,5/28/2022 14:24
13699,5/29/2022 13:40
13700,5/30/2022 9:01
13701,6/1/2022 9:57
13702,5/30/2022 9:37
13703,5/31/2022 8:09
13704,5/31/2022 11:01
13705,5/28/2022 10:32
13706,5/30/2022 8:59
13707,5/30/2022 13:55
13708,5/30/2022 15:10
13709,6/1/2022 10:11
13710,5/29/2022 15:34
13711,6/1/2022 14:10
13712,6/1/2022 14:09
13713,5/28/2022 11:39
13714,6/1/2022 14:41
13715,5/28/2022 16:41
13716,5/29/2022 12:01
13717,5/30/2022 14:31
13718,5/29/2022 13:47
13719,5/31/2022 16:46
13720,5/30/2022 16:10
13721,5/29/2022 15:57
13722,5/31/2022 14:30
13723,6/1/2022 9:53
13724,6/1/2022 11:06
13725,5/31/2022 11:52
13726,6/1/2022 16:34
13727,5/31/2022 10:27
13728,6/1/2022 14:27
13729,6/1/2022 14:52
13730,5/31/2022 16:01
13731,5/28/2022 8:36
13732,6/1/2022 13:53
13733,5/30/2022 11:43
13734,5/29/2022 12:19
13735,5/28/2022 8:34
13736,6/1/2022 12:24
13737,5/29/2022 10:57
13738,5/28/2022 10:20
13739,5/28/2022 13:33
13740,5/29/2022 12:56
13741,5/28/2022 11:48
13742,5/29/2022 12:16
13743,6/1/2022 16:41
13744,5/31/2022 12:30
13745,6/1/2022 12:50
13746,6/1/2022 11:27
13747,6/1/2022 8:47
13748,5/31/2022 14:19
13749,5/31/2022 15:14
13750,5/29/2022 15:35
13751,5/28/2022 9:43
13752,5/31/2022 16:57
13753,6/1/2022 13:53
13754,5/29/2022 9:28
13755,5/30/2022 10:03
13756,6/1/2022 14:23
13757,5/28/2022 10:12
13758,6/1/2022 9:54
13759,6/1/2022 12:55
13760,5/31/2022 12:22
13761,5/31/2022 13:06
13762,5/28/2022 9:39
13763,5/31/2022 14:20
13764,5/30/2022 11:05
13765,5/28/2022 11:34
13766,5/31/2022 16:34
13767,5/29/2022 15:36
13768,5/30/2022 13:33
13769,6/1/2022 10:50
13770,5/31/2022 10:02
13771,5/30/2022 16:55
13772,5/28/2022 11:42
13773,6/1/2022 14:30
13774,5/29/2022 8:41
13775,5/31/2022 16:02
13776,5/29/2022 9:31
13777,5/29/2022 16:11
13778,5/30/2022 13:58
13779,5/28/2022 12:33
13780,5/28/2022 11:26
13781,5/29/2022 8:38
13782,5/28/2022 14:19
13783,6/1/2022 9:20
13784,5/29/2022 12:57
13785,6/1/2022 16:50
13786,5/28/2022 11:50
13787,5/30/2022 15:45
13788,5/29/2022 9:38
13789,5/30/2022 13:05
13790,6/1/2022 8:41
13791,5/30/2022 16:57
13792,5/30/2022 12:27
13793,5/29/2022 13:27
13794,5/28/2022 16:50
13795,5/30/2022 15:43
13796,5/30/2022 15:39
13797,5/31/2022 11:27
13798,5/31/2022 10:03
13799,5/29/2022 15:42
13800,6/1/2022 10:20
13801,5/28/2022 8:44
13802,5/28/2022 9:27
13803,5/31/2022 11:02
13804,6/1/2022 10:10
13805,5/28/2022 13:48
13806,5/30/2022 10:09
13807,6/1/2022 11:48
13808,5/28/2022 16:32
13809,5/30/2022 8:23
13810,6/1/2022 9:29
13811,5/31/2022 9:42
13812,5/31/2022 10:22
13813,6/1/2022 15:16
13814,6/1/2022 12:51
13815,5/29/2022 14:56
13816,5/30/2022 15:33
13817,5/31/2022 16:46
13818,5/30/2022 8:15
13819,5/28/2022 15:29
13820,6/1/2022 13:43
13821,5/29/2022 13:33
13822,5/31/2022 9:51
13823,5/28/2022 9:22
13824,5/30/2022 12:46
13825,5/28/2022 16:43
13826,5/31/2022 8:16
13827,5/30/2022 10:24
13828,6/1/2022 12:38
13829,5/29/2022 11:27
13830,6/1/2022 8:10
13831,6/1/2022 8:54
13832,5/28/2022 11:07
13833,5/31/2022 9:46
13834,5/28/2022 13:01
13835,6/1/2022 14:41
13836,5/31/2022 12:04
13837,5/28/2022 8:29
13838,5/28/2022 13:07
13839,5/31/2022 8:46
13840,5/28/2022 11:26
13841,5/28/2022 12:49
13842,5/29/2022 12:11
13843,5/28/2022 12:14
13844,5/28/2022 9:26
13845,6/1/2022 14:30
13846,5/28/2022 14:23
13847,6/1/2022 14:38
13848,6/1/2022 11:56
13849,5/28/2022 16:40
13850,5/29/2022 14:51
13851,6/1/2022 10:16
13852,5/28/2022 11:42
13853,5/28/2022 15:59
13854,5/29/2022 14:20
13855,5/28/2022 12:17
13856,5/30/2022 14:52
13857,5/30/2022 11:23
13858,5/28/2022 13:14
13859,5/31/2022 15:07
13860,5/31/2022 14:45
13861,5/31/2022 14:36
13862,5/29/2022 14:44
13863,5/31/2022 8:10
13864,6/1/2022 13:43
13865,6/1/2022 13:48
13866,5/30/2022 10:20
13867,5/30/2022 15:25
13868,5/31/2022 14:28
13869,5/28/2022 10:17
13870,6/1/2022 8:39
13871,6/1/2022 14:24
13872,6/1/2022 11:53
13873,5/31/2022 12:18
13874,5/31/2022 11:03
13875,5/28/2022 9:18
13876,5/28/2022 8:19
13877,5/30/2022 13:48
13878,5/30/2022 10:03
13879,5/30/2022 8:07
13880,5/29/2022 10:41
13881,5/28/2022 11:19
13882,6/1/2022 8:58
13883,5/29/2022 8:11
13884,5/30/2022 9:51
13885,5/28/2022 9:54
13886,5/29/2022 8:40
13887,5/30/2022 9:59
13888,6/1/2022 13:02
13889,6/1/2022 8:13
13890,5/28/2022 13:52
13891,5/30/2022 14:11
13892,5/31/2022 15:51
13893,5/30/2022 12:52
13894,5/28/2022 10:51
13895,5/28/2022 8:35
13896,5/29/2022 15:59
13897,6/1/2022 13:42
13898,5/28/2022 15:11
13899,5/28/2022 14:07
13900,5/28/2022 15:53
13901,6/1/2022 11:16
13902,5/28/2022 16:47
13903,5/29/2022 14:42
13904,5/30/2022 13:51
13905,5/30/2022 13:39
13906,5/30/2022 10:06
13907,5/28/2022 10:03
13908,6/1/2022 9:52
13909,5/28/2022 16:18
13910,5/29/2022 10:36
13911,5/30/2022 16:15
13912,5/31/2022 14:14
13913,5/29/2022 13:19
13914,5/30/2022 14:09
13915,5/28/2022 14:42
13916,5/28/2022 16:46
13917,6/1/2022 9:28
13918,5/28/2022 9:04
13919,5/28/2022 14:03
13920,5/28/2022 14:56
13921,5/30/2022 12:32
13922,5/28/2022 11:28
13923,5/30/2022 13:34
13924,5/28/2022 11:17
13925,5/30/2022 10:38
13926,5/29/2022 10:00
13927,5/29/2022 8:58
13928,6/1/2022 14:25
13929,5/31/2022 9:07
13930,6/1/2022 9:48
13931,5/31/2022 11:54
13932,5/30/2022 9:12
13933,5/29/2022 9:39
13934,5/30/2022 9:42
13935,5/30/2022 14:55
13936,5/29/2022 8:55
13937,5/30/2022 8:31
13938,6/1/2022 12:45
13939,5/28/2022 11:25
13940,5/28/2022 8:52
13941,6/1/2022 13:49
13942,5/29/2022 12:14
13943,6/1/2022 9:26
13944,5/29/2022 16:56
13945,5/31/2022 11:52
13946,5/28/2022 15:12
13947,6/1/2022 13:45
13948,6/1/2022 11:01
13949,6/1/2022 16:45
13950,5/29/2022 12:29
13951,5/28/2022 12:01
13952,6/1/2022 8:20
13953,5/29/2022 15:56
13954,5/29/2022 15:26
13955,5/28/2022 16:21
13956,5/31/2022 15:59
13957,5/31/2022 14:24
13958,5/29/2022 13:19
13959,5/31/2022 9:09
13960,5/29/2022 15:01
13961,5/29/2022 13:29
13962,5/28/2022 14:21
13963,5/31/2022 14:20
13964,5/29/2022 16:04
13965,5/28/2022 8:11
13966,5/28/2022 10:04
13967,6/1/2022 12:22
13968,5/29/2022 14:19
13969,5/29/2022 12:24
13970,5/31/2022 15:34
13971,5/30/2022 15:20
13972,5/29/2022 10:36
13973,5/28/2022 9:32
13974,5/30/2022 10:55
13975,5/28/2022 14:29
13976,5/31/2022 16:07
13977,5/30/2022 9:02
13978,5/30/2022 12:41
13979,5/28/2022 11:38
13980,5/28/2022 12:08
13981,5/30/2022 9:39
13982,5/28/2022 12:00
13983,5/30/2022 9:50
13984,6/1/2022 13:50
13985,5/30/2022 15:52
13986,5/30/2022 10:49
13987,5/29/2022 12:35
13988,5/28/2022 16:08
13989,5/28/2022 13:37
13990,5/29/2022 10:47
13991,5/30/2022 9:14
13992,5/31/2022 13:38
13993,5/29/2022 10:51
13994,5/29/2022 13:25
13995,6/1/2022 16:18
13996,5/30/2022 10:39
13997,6/1/2022 9:18
13998,5/28/2022 9:38
13999,5/30/2022 8:53
14000,5/28/2022 11:24
14001,5/30/2022 9:28
14002,5/31/2022 9:31
14003,5/30/2022 13:40
14004,5/30/2022 8:09
14005,6/1/2022 14:51
14006,5/30/2022 16:27
14007,5/29/2022 13:33
14008,5/30/2022 10:15
14009,5/30/2022 16:22
14010,5/28/2022 8:56
14011,5/31/2022 8:01
14012,5/30/2022 14:20
14013,5/30/2022 13:51
14014,5/30/2022 8:45
14015,6/1/2022 9:17
14016,5/31/2022 14:25
14017,5/30/2022 8:06
14018,5/29/2022 11:09
14019,5/31/2022 8:50
14020,5/30/2022 15:56
14021,6/1/2022 11:29
14022,5/30/2022 9:51
14023,5/30/2022 16:31
14024,6/1/2022 12:31
14025,5/29/2022 10:39
14026,5/31/2022 11:31
14027,5/29/2022 16:49
14028,6/1/2022 11:26
14029,5/31/2022 10:55
14030,5/30/2022 9:21
14031,5/31/2022 14:54
14032,5/29/2022 12:50
14033,5/29/2022 9:17
14034,5/29/2022 10:39
14035,5/29/2022 12:21
14036,5/29/2022 13:37
14037,5/31/2022 9:27
14038,5/31/2022 10:12
