payment_id,payment_order_id,payment_amount,payment_fee,payment_method,payment_status
5222375,87423667,126.3,1.77,BANK_TRANSFER_DC,PAID
4670369,75995936,59.8,0.9,ONLINE,PAID
5088690,86011062,10.0,0.0,VOUCHER,PAID
4428962,68454307,151.3,4.09,ONLINE,PAID
5393279,91923178,196.9,5.32,ONLINE,PAID
5051783,85360947,111.4,1.67,ONLINE,PAID
4464932,69797229,37.9,0.57,ONLINE,PAID
5325222,90481178,32.9,0.49,ONLINE,PAID
4432260,68624134,94.3,2.55,ONLINE,PAID
5028144,84855489,161.6,4.36,ONLINE,PAID
5015933,84612707,49.6,0.74,ONLINE,PAID
4517692,71484974,35.0,0.53,ONLINE,PAID
5275064,89415974,153.6,4.15,ONLINE,PAID
5157491,87224909,33.9,0.51,ONLINE,PAID
4824000,80246879,151.2,4.08,ONLINE,PAID
4755456,78450674,114.4,1.6,ONLINE,PAID
4739555,77941070,36.0,0.54,ONLINE,PAID
4465027,69799249,123.7,3.34,ONLINE,PAID
5412896,92114843,269.99,5.4,INSTALLMENT_CREDIT_STORE,PAID
4521711,71586971,43.0,0.65,ONLINE,PAID
4737692,77902889,18.5,0.28,ONLINE,PAID
5025299,84821904,86.7,2.34,ONLINE,PAID
5113760,86460662,63.9,1.28,ONLINE,PAID
5133784,86848018,15.9,0.24,ONLINE,PAID
5065280,85585742,9.99,0.15,ONLINE,PAID
5018911,84715048,63.8,1.72,ONLINE,PAID
4887478,81871699,142.1,3.84,ONLINE,PAID
4867837,81332605,100.4,1.31,ONLINE,PAID
5136201,86874789,110.8,1.66,ONLINE,PAID
4520436,71559942,46.7,0.61,ONLINE,PAID
4454464,69398453,85.5,1.2,ONLINE,PAID
5234917,88471991,122.7,3.31,ONLINE,PAID
4833044,80469849,169.2,4.57,ONLINE,PAID
5044148,85229023,181.01,2.72,ONLINE,PAID
4525296,71717862,81.6,2.2,ONLINE,PAID
4983554,83863383,21.9,0.0,MEAL_BENEFIT,PAID
4541460,72247571,9.9,0.0,VOUCHER,PAID
4489645,70566101,59.2,0.77,ONLINE,PAID
4874987,81537818,12.0,0.0,VOUCHER,PAID
4823307,80235608,10.0,0.0,VOUCHER,PAID
4636406,75102186,118.9,1.78,ONLINE,PAID
4535185,72012006,100.6,1.5,ONLINE,PAID
4861575,81199518,177.5,4.79,ONLINE,PAID
5347663,90918510,4.99,0.07,MONEY,PAID
4600363,74055787,28.8,0.43,ONLINE,PAID
4942296,82990235,77.0,1.0,ONLINE,PAID
4622134,74660603,149.8,2.02,DEBIT,PAID
5393126,91919166,51.8,1.4,ONLINE,PAID
4721919,77379274,75.88,1.14,ONLINE,PAID
4614216,74466197,76.78,1.15,ONLINE,PAID
5408191,92279284,60.0,0.78,ONLINE,PAID
5280591,89598824,81.7,2.21,ONLINE,PAID
4969646,83605852,26.8,0.4,ONLINE,PAID
4720637,77353906,126.0,0.0,VOUCHER,PAID
4503507,71012258,27.89,0.42,DEBIT,PAID
5363762,91344656,10.0,0.0,VOUCHER,PAID
5004487,84371327,124.8,1.87,ONLINE,PAID
5107137,86368140,179.2,4.84,ONLINE,PAID
5285068,89668203,8.0,0.0,VOUCHER,PAID
4722101,77387644,63.9,0.96,ONLINE,PAID
4518828,71522743,12.0,0.0,VOUCHER,PAID
5081321,85892063,30.4,0.46,ONLINE,PAID
4723439,77457941,131.7,3.56,ONLINE,PAID
5359992,91311268,144.7,2.89,ONLINE,PAID
5428412,92729906,71.8,1.94,ONLINE,PAID
5299201,89980935,91.8,1.37,ONLINE,PAID
4570363,73166100,10.0,0.0,VOUCHER,PAID
5222378,88229889,61.7,1.67,ONLINE,PAID
5167266,87325850,193.1,2.88,ONLINE,PAID
4906845,82328983,30.8,0.46,ONLINE,PAID
5013032,84560680,108.8,1.63,ONLINE,PAID
4631629,74929126,25.8,0.39,ONLINE,PAID
4813014,79975550,90.8,1.36,ONLINE,PAID
5056809,85469633,295.2,5.9,STORE_DIRECT_PAYMENT,PAID
4764774,78759392,67.0,4.69,ONLINE,PAID
5238269,88576861,10.0,0.0,VOUCHER,PAID
4542678,72283296,70.3,0.91,ONLINE,PAID
4695402,76706832,30.8,0.46,ONLINE,PAID
4975142,83703782,52.8,1.06,ONLINE,PAID
4762968,78650043,9.4,0.13,CREDIT_STORE,PAID
5055670,85462939,580.0,11.6,ONLINE,PAID
4916170,82473754,65.8,0.99,ONLINE,PAID
4881588,81711630,88.6,2.39,ONLINE,PAID
5427238,92664632,43.6,0.57,ONLINE,PAID
5050919,85340999,45.9,0.64,ONLINE,PAID
4693636,76670350,58.8,1.59,ONLINE,PAID
5364565,91354900,137.6,3.72,ONLINE,PAID
4481129,70341837,85.9,1.29,ONLINE,PAID
5402824,92147788,176.7,4.77,ONLINE,PAID
5252926,88853346,30.8,0.46,ONLINE,PAID
5242084,88624917,99.9,1.5,ONLINE,PAID
5332991,90646285,114.9,1.72,ONLINE,PAID
4459734,69588989,57.6,0.86,DEBIT,PAID
4954090,83233042,40.7,0.53,ONLINE,PAID
4755223,78444414,195.3,5.27,ONLINE,PAID
4477977,70250285,37.0,0.56,ONLINE,PAID
4589813,73677425,116.25,1.73,ONLINE,PAID
5076234,85763074,43.6,0.61,ONLINE,PAID
5381525,91681977,10.0,0.0,VOUCHER,PAID
5057900,85487606,24.4,0.37,ONLINE,PAID
4919140,82535714,116.9,1.64,PAYMENT_LINK,PAID
5250512,88798448,56.7,0.85,ONLINE,PAID
4767088,78798264,127.7,3.45,ONLINE,PAID
5075971,85760136,19.9,0.3,ONLINE,PAID
4509787,71241889,66.8,1.8,ONLINE,PAID
5369266,91500526,49.4,0.74,ONLINE,PAID
5116060,86489330,133.46,2.0,ONLINE,PAID
4822564,80220531,194.5,5.25,ONLINE,PAID
5068494,85609586,58.8,0.88,CREDIT,PAID
4436959,68758748,179.8,4.85,ONLINE,PAID
4566022,73018106,58.9,0.88,ONLINE,PAID
5244405,88663269,146.6,3.96,ONLINE,PAID
4490696,70633108,212.4,4.25,ONLINE,PAID
4937962,82905754,36.61,0.73,ONLINE,PAID
4906720,82326955,127.2,1.78,ONLINE,PAID
5061971,85562522,53.0,0.8,ONLINE,PAID
4572600,73216276,137.75,3.72,ONLINE,PAID
4788656,79313042,24.25,0.36,ONLINE,PAID
5047944,85285899,40.32,0.52,ONLINE,PAID
4858079,81080825,154.7,4.18,ONLINE,PAID
5109146,86391152,99.6,1.49,ONLINE,PAID
5118358,86584832,422.85,11.42,ONLINE,PAID
4758463,78563256,26.9,0.4,ONLINE,PAID
4482578,70352481,74.3,1.04,CREDIT,PAID
5324052,90459285,49.95,0.7,ONLINE,PAID
5191249,87688506,99.31,1.49,ONLINE,PAID
4625452,74749128,186.2,5.03,ONLINE,PAID
5147018,87048873,4.99,0.07,ONLINE,PAID
5333866,90659415,168.39,2.53,ONLINE,PAID
5132912,86838040,31.0,0.47,ONLINE,PAID
5266734,89188116,244.9,3.67,ONLINE,PAID
5441100,92925889,212.7,5.74,ONLINE,PAID
4467864,69894702,49.9,1.35,ONLINE,PAID
5385182,91734465,102.69,1.54,ONLINE,PAID
5379631,91668340,136.5,3.69,ONLINE,PAID
5184824,87624494,169.6,2.54,ONLINE,PAID
4721142,77363786,45.0,0.68,ONLINE,PAID
4621642,74656606,25.0,0.38,ONLINE,PAID
5255369,88924773,137.81,2.07,ONLINE,PAID
4833376,80475040,75.9,1.14,ONLINE,PAID
4793628,79442681,900.0,18.0,STORE_DIRECT_PAYMENT,PAID
4918618,82554595,528.0,10.56,ONLINE,PAID
4678522,76232444,91.7,2.48,ONLINE,PAID
4818865,80147761,36.7,0.55,ONLINE,PAID
4897996,82118883,218.8,5.91,ONLINE,PAID
4849487,80858926,0.99,0.01,ONLINE,PAID
4545410,72385233,25.9,0.39,ONLINE,PAID
5259507,89063492,30.8,0.46,ONLINE,PAID
4804065,79764280,150.2,4.06,ONLINE,PAID
5166544,87313538,59.8,1.61,ONLINE,PAID
5466218,93134573,79.8,2.15,ONLINE,PAID
4861932,81203889,35.9,0.54,ONLINE,PAID
4746311,78135832,149.4,2.24,CREDIT,PAID
5293078,89901923,75.7,1.06,ONLINE,PAID
4854057,80999358,10.0,0.0,VOUCHER,PAID
4783775,79210452,43.9,0.57,ONLINE,PAID
4622201,74670605,12.0,0.0,VOUCHER,PAID
5331626,90611428,61.8,1.67,ONLINE,PAID
4812454,79966286,3.0,0.0,VOUCHER,PAID
5079222,85810992,109.8,1.65,ONLINE,PAID
4878822,81650912,159.0,4.29,ONLINE,PAID
4429245,68465908,55.8,0.84,ONLINE,PAID
4974332,83690644,121.3,3.28,ONLINE,PAID
4535897,72028234,35.9,0.54,STORE_DIRECT_PAYMENT,PAID
5119563,86599513,91.8,2.48,ONLINE,PAID
5391384,91881275,63.14,1.26,ONLINE,PAID
4606621,74245879,66.7,1.8,ONLINE,PAID
4466440,69843694,196.8,5.31,ONLINE,PAID
4843357,80706981,80.3,5.62,ONLINE,PAID
4849498,80859023,0.99,0.01,ONLINE,PAID
4515866,71441205,71.8,1.94,ONLINE,PAID
5156553,87215899,17.8,0.27,ONLINE,PAID
5410893,92317124,43.98,0.66,ONLINE,PAID
5381365,91680663,38.8,0.58,ONLINE,PAID
5159538,87243920,279.5,5.59,ONLINE,PAID
5456940,93109736,98.7,1.48,ONLINE,PAID
4468681,69916280,49.9,0.75,ONLINE,PAID
4473372,70091839,75.9,2.05,ONLINE,PAID
4495679,70758544,124.3,3.36,ONLINE,PAID
4867893,81333928,52.8,0.74,ONLINE,PAID
5129895,86755835,121.7,3.29,ONLINE,PAID
4788339,79306802,33.39,0.5,ONLINE,PAID
5161813,87259129,68.46,0.0,VOUCHER,PAID
5050582,85323850,83.8,1.26,DEBIT,PAID
5396791,92030956,195.7,2.94,ONLINE,PAID
4862161,81208431,27.9,0.42,ONLINE,PAID
4841655,80674591,50.9,0.76,ONLINE,PAID
4578197,73406910,151.3,4.09,ONLINE,PAID
4914244,82443263,5.0,0.0,VOUCHER,PAID
5059127,85502499,53.64,0.8,ONLINE,PAID
4881172,81700163,35.9,0.54,ONLINE,PAID
5223845,88247110,33.0,0.5,ONLINE,PAID
5425669,92635639,10.0,0.0,VOUCHER,PAID
4607510,74269592,185.49,3.71,ONLINE,PAID
5410511,92311436,48.4,0.73,ONLINE,PAID
5401894,92128925,171.6,4.63,ONLINE,PAID
4608537,74290818,111.79,1.68,ONLINE,PAID
4856403,81028048,53.6,0.75,CREDIT,PAID
5027098,84840279,127.5,3.44,ONLINE,PAID
5111660,86427398,139.3,2.09,ONLINE,PAID
4656729,75565336,23.4,0.35,DEBIT_STORE,PAID
4983478,83876616,33.8,0.51,ONLINE,PAID
5198439,87834902,348.6,6.97,ONLINE,PAID
5254690,88908479,54.8,0.82,ONLINE,PAID
4821079,80174538,25.89,0.39,DEBIT,PAID
4677919,76160184,127.1,3.43,ONLINE,PAID
5180273,87524567,111.7,3.02,ONLINE,PAID
5038484,85040418,74.7,1.49,STORE_DIRECT_PAYMENT,PAID
5223700,88245428,112.8,2.26,ONLINE,PAID
4646814,75357379,142.0,2.13,CREDIT,PAID
4498363,70851386,139.7,2.1,ONLINE,PAID
5238902,88585375,61.8,1.67,ONLINE,PAID
4907650,82340957,178.4,1.78,ONLINE,PAID
4443447,68967042,120.1,1.8,ONLINE,PAID
5045364,85244886,16.0,0.0,VOUCHER,PAID
4613381,74439632,28.3,0.42,ONLINE,PAID
5305561,90087737,10.0,0.0,VOUCHER,PAID
5068788,85622882,55.99,0.84,ONLINE,PAID
4562675,72929645,53.0,0.8,ONLINE,PAID
4480683,70332929,224.5,6.06,ONLINE,PAID
5292990,89900952,432.6,8.65,ONLINE,PAID
5448506,93027501,94.9,1.42,ONLINE,PAID
4880008,81672169,34.45,0.52,ONLINE,PAID
4962854,83449474,41.8,0.62,ONLINE,PAID
5220454,88208018,44.69,0.67,ONLINE,PAID
4760938,78615725,222.55,6.01,ONLINE,PAID
5003973,84361527,35.2,0.49,ONLINE,PAID
4562826,72952921,78.7,2.12,ONLINE,PAID
4672147,76025691,54.7,0.71,ONLINE,PAID
4766996,78756301,34.4,0.52,CREDIT_STORE,PAID
4796221,79541271,170.2,4.6,ONLINE,PAID
5068622,85620163,107.7,1.4,ONLINE,PAID
5167155,87323235,75.0,1.13,ONLINE,PAID
4598182,73989129,89.9,2.43,ONLINE,PAID
5396020,92016159,157.65,2.36,ONLINE,PAID
4805530,79796186,10.0,0.0,VOUCHER,PAID
5428526,92730802,9.01,0.0,VOUCHER,PAID
4538619,72172113,273.4,7.38,ONLINE,PAID
5237110,88515711,157.7,4.26,ONLINE,PAID
4962733,83447104,38.8,0.58,ONLINE,PAID
4485109,70442598,23.9,0.36,CREDIT,PAID
4804490,79772021,95.8,2.59,ONLINE,PAID
4893022,81975291,77.2,1.16,ONLINE,PAID
4493093,70668259,30.2,0.42,CREDIT,PAID
5221705,88223717,112.33,1.68,ONLINE,PAID
4697536,76770043,96.6,1.45,ONLINE,PAID
5251081,88809256,50.8,0.71,ONLINE,PAID
5072975,85734173,112.5,1.69,ONLINE,PAID
5127942,86714155,20.9,0.0,VOUCHER,PAID
4966523,83563193,128.9,3.48,ONLINE,PAID
4830242,80406928,91.8,2.48,ONLINE,PAID
5285470,89676124,10.0,0.0,VOUCHER,PAID
4432617,68631857,65.0,1.3,ONLINE,PAID
5333126,90648343,58.8,1.59,ONLINE,PAID
4818878,80147904,61.6,0.92,ONLINE,PAID
4922202,82621190,98.7,2.66,ONLINE,PAID
5080692,85881169,64.0,1.28,ONLINE,PAID
5379838,91669860,199.7,3.0,ONLINE,PAID
5348547,90979798,191.7,5.18,ONLINE,PAID
5179947,87521032,236.7,6.39,ONLINE,PAID
4796219,79541248,59.7,0.9,ONLINE,PAID
4815049,80031392,5.0,0.0,VOUCHER,PAID
4818868,80147832,23.9,0.36,ONLINE,PAID
5443798,92982552,36.99,0.48,ONLINE,PAID
5423851,92168753,105.6,1.58,PAYMENT_LINK,PAID
4810411,79944377,48.9,0.73,ONLINE,PAID
5070182,85573501,77.7,1.55,STORE_DIRECT_PAYMENT,PAID
4743062,78049152,10.0,0.0,VOUCHER,PAID
4963411,83456778,55.9,0.84,ONLINE,PAID
5119513,86598865,216.6,5.85,ONLINE,PAID
4859813,81125000,20.0,0.0,VOUCHER,PAID
5376495,91592404,156.6,4.23,ONLINE,PAID
5363265,91340452,42.3,0.59,ONLINE,PAID
4695226,76684600,34.59,0.52,CREDIT,PAID
4889167,81895733,196.8,5.31,ONLINE,PAID
5210552,88026760,5.0,0.0,VOUCHER,PAID
4649527,75438563,68.7,1.85,ONLINE,PAID
4817062,80102988,64.39,1.29,ONLINE,PAID
4791244,79402477,6.9,0.0,VOUCHER,PAID
4876257,81610402,24.9,0.0,VOUCHER,PAID
4863383,81229645,10.0,0.0,VOUCHER,PAID
5139870,86922637,91.8,2.48,ONLINE,PAID
4908951,82358490,20.0,0.3,ONLINE,PAID
4776346,79029579,29.9,0.45,ONLINE,PAID
4810106,79940339,7.9,0.0,VOUCHER,PAID
4800467,79646352,56.8,1.53,ONLINE,PAID
4572886,73213482,106.7,1.6,DEBIT,PAID
4943072,83004348,113.6,1.7,ONLINE,PAID
5358994,91232477,66.7,1.8,ONLINE,PAID
5224901,88259337,21.99,0.33,DEBIT,PAID
5004114,84363746,10.0,0.0,VOUCHER,PAID
4543158,72294423,10.0,0.0,VOUCHER,PAID
4868757,81393127,24.9,0.0,VOUCHER,PAID
4513295,71344760,99.7,1.4,ONLINE,PAID
4637562,75119365,84.2,1.18,CREDIT,PAID
4513075,71339959,55.99,0.84,ONLINE,PAID
4965598,83484478,146.7,0.0,ONLINE,PAID
5194020,87732219,184.95,4.99,ONLINE,PAID
4706265,76956617,51.8,1.4,ONLINE,PAID
5066411,85592235,36.8,0.55,ONLINE,PAID
4577771,73398163,56.7,0.85,ONLINE,PAID
5436638,92871398,194.8,2.92,ONLINE,PAID
5080514,85879299,88.56,1.77,ONLINE,PAID
5432038,92765327,39.9,0.6,ONLINE,PAID
4613228,74435692,233.2,6.3,ONLINE,PAID
4565884,73013724,89.9,2.43,ONLINE,PAID
5232064,88427080,59.9,0.9,ONLINE,PAID
4636692,75108525,20.8,0.31,ONLINE,PAID
5136587,86879307,61.0,0.92,ONLINE,PAID
4691399,76576396,209.99,4.2,STORE_DIRECT_PAYMENT,PAID
5459964,93123122,59.39,0.0,ONLINE,PAID
5320462,90407461,42.29,0.63,ONLINE,PAID
5354581,91134450,144.4,3.9,ONLINE,PAID
4874476,81525976,51.8,0.78,ONLINE,PAID
4786843,79278787,22.0,0.33,ONLINE,PAID
4484666,70446308,157.3,4.25,ONLINE,PAID
4679531,76247791,51.8,1.4,ONLINE,PAID
4783265,79203204,51.4,0.77,ONLINE,PAID
5427800,92682692,30.8,0.46,MONEY,PAID
5070533,85655760,76.31,1.53,ONLINE,PAID
4634516,75000464,79.32,1.59,ONLINE,PAID
4748573,78228435,108.7,2.93,ONLINE,PAID
5030454,84961267,47.9,0.72,ONLINE,PAID
5367082,91421844,75.3,2.03,ONLINE,PAID
5384762,91728072,131.85,3.56,ONLINE,PAID
4709642,77011006,51.8,0.0,MEAL_BENEFIT,PAID
4933029,82806288,61.2,0.8,ONLINE,PAID
4749785,78256236,45.9,0.69,ONLINE,PAID
5271755,89341671,189.04,2.84,ONLINE,PAID
5366351,91403834,149.1,4.03,ONLINE,PAID
5186171,87639508,21.9,0.33,ONLINE,PAID
5148298,87059534,575.1,11.5,ONLINE,PAID
4648679,75425838,23.9,0.36,ONLINE,PAID
5414442,92395368,19.8,0.3,ONLINE,PAID
4463460,69760360,5.0,0.0,VOUCHER,PAID
5053336,85439565,42.79,0.64,ONLINE,PAID
4504722,71051446,211.1,5.7,ONLINE,PAID
4892988,81974937,317.9,8.58,ONLINE,PAID
5225164,88269856,70.81,0.0,ONLINE,PAID
5318691,90388971,219.35,3.27,ONLINE,PAID
4570191,73115143,10.0,0.0,VOUCHER,PAID
4721144,77363840,132.7,3.58,ONLINE,PAID
5276331,89447355,5.0,0.0,VOUCHER,PAID
5268707,89268793,71.4,1.93,ONLINE,PAID
5048798,85306121,113.7,1.71,ONLINE,PAID
5131596,86822727,206.5,4.13,ONLINE,PAID
5037775,85074659,151.2,4.08,ONLINE,PAID
4772270,78910518,121.8,3.29,ONLINE,PAID
5392498,91896638,80.8,1.13,DEBIT,PAID
5459049,93115785,112.9,1.69,ONLINE,PAID
5434885,92826619,233.6,6.31,ONLINE,PAID
5373832,91548112,50.72,0.76,ONLINE,PAID
5282423,89627651,67.9,1.83,ONLINE,PAID
4653494,75504818,20.0,0.0,VOUCHER,PAID
4666750,75877026,24.0,0.36,ONLINE,PAID
5272304,89350078,34.9,0.52,ONLINE,PAID
4476409,70215015,44.59,0.67,ONLINE,PAID
5030974,84968011,139.3,3.76,ONLINE,PAID
5255934,88940789,10.0,0.0,VOUCHER,PAID
4987282,83910189,60.9,0.0,MEAL_BENEFIT,PAID
4519155,71534579,115.5,3.12,ONLINE,PAID
4743307,78058234,109.47,2.19,ONLINE,PAID
4929945,82743922,53.99,1.08,CREDIT,PAID
4570009,73107914,67.9,0.88,ONLINE,PAID
4847145,80837361,0.99,0.01,ONLINE,PAID
5100717,86231891,180.4,4.87,ONLINE,PAID
5266994,89192858,58.8,1.59,ONLINE,PAID
4973893,83683171,101.7,2.75,ONLINE,PAID
5087043,85980480,82.99,1.08,ONLINE,PAID
4989275,84026957,20.9,0.31,ONLINE,PAID
5465094,93131763,7.0,0.0,VOUCHER,PAID
4668708,75906944,81.7,2.21,ONLINE,PAID
5211527,88036913,59.9,0.9,ONLINE,PAID
5245492,88659882,69.4,1.04,DEBIT_STORE,PAID
5136326,86876441,89.9,1.8,ONLINE,PAID
4702345,76890031,54.7,0.71,ONLINE,PAID
5155635,87207119,31.79,0.48,ONLINE,PAID
4647192,75371637,12.0,0.0,VOUCHER,PAID
4571717,73197140,68.9,1.03,ONLINE,PAID
4811663,79956690,37.9,0.57,ONLINE,PAID
4721061,77362119,122.7,3.31,ONLINE,PAID
4616454,74509244,126.5,3.42,ONLINE,PAID
4716281,77244811,44.9,0.67,ONLINE,PAID
4914953,82452078,24.8,0.37,ONLINE,PAID
5404091,92164484,39.9,0.6,ONLINE,PAID
4844798,80787336,21.9,0.33,ONLINE,PAID
5344569,90906986,25.5,0.38,ONLINE,PAID
5434811,92824240,61.7,1.67,ONLINE,PAID
4764545,78755772,10.0,0.0,VOUCHER,PAID
5041255,85194376,34.9,0.52,ONLINE,PAID
5204141,87894469,36.9,0.74,ONLINE,PAID
5456450,93107477,111.8,3.02,ONLINE,PAID
5224212,88234000,278.6,5.57,CREDIT,PAID
5227975,88329675,47.55,0.67,ONLINE,PAID
4975103,83703067,10.0,0.0,VOUCHER,PAID
5258466,89049518,71.8,1.94,ONLINE,PAID
4868999,81398067,54.81,0.82,ONLINE,PAID
5191669,87660712,29.9,0.45,DEBIT_STORE,PAID
4952433,83212683,83.7,1.26,ONLINE,PAID
4854238,81002288,73.8,1.11,ONLINE,PAID
5343484,90876319,312.44,6.25,ONLINE,PAID
4854037,80999023,32.8,0.49,ONLINE,PAID
5017947,84702654,89.3,2.41,ONLINE,PAID
4894493,81999220,278.2,7.51,ONLINE,PAID
5182149,87542213,151.3,4.09,ONLINE,PAID
4613053,74396493,34.3,0.0,MEAL_BENEFIT,PAID
4488898,70551846,87.98,1.32,ONLINE,PAID
4866799,81312431,30.3,0.45,ONLINE,PAID
5048948,85309238,55.8,0.84,ONLINE,PAID
5096035,86163226,95.9,1.92,ONLINE,PAID
4838712,80612529,134.8,3.64,ONLINE,PAID
4713840,77158542,228.1,3.42,ONLINE,PAID
4927043,82728669,6.9,0.0,VOUCHER,PAID
5048058,85290003,104.25,2.81,ONLINE,PAID
4729947,77664115,181.2,4.89,ONLINE,PAID
5082495,85905228,27.9,0.42,ONLINE,PAID
4737783,77904720,103.7,2.8,ONLINE,PAID
4883841,81725427,61.6,0.86,DEBIT,PAID
5078448,85779123,4.99,0.07,DEBIT_STORE,PAID
5071238,85717443,392.25,7.85,ONLINE,PAID
5152497,87116374,36.8,0.55,ONLINE,PAID
4659518,75669626,30.1,0.45,DEBIT,PAID
5241686,88621208,37.8,0.57,ONLINE,PAID
4516366,71451586,16.95,0.25,ONLINE,PAID
5419718,92537182,82.25,2.22,ONLINE,PAID
4839648,80627583,56.8,0.85,ONLINE,PAID
5364583,91355455,569.74,11.39,ONLINE,PAID
4829632,80397510,147.0,3.97,ONLINE,PAID
5368167,91484959,23.8,0.36,ONLINE,PAID
4952432,83212681,25.9,0.39,ONLINE,PAID
5369840,91505473,30.8,0.46,ONLINE,PAID
5124737,86661929,100.0,2.0,VOUCHER_STORE,PAID
4652731,75492506,71.8,1.94,ONLINE,PAID
5244618,88666159,181.3,4.9,ONLINE,PAID
5319342,90395396,88.8,1.33,ONLINE,PAID
5258172,89044646,131.7,3.56,ONLINE,PAID
4697432,76767817,100.6,2.72,ONLINE,PAID
4897943,82117953,222.7,6.01,ONLINE,PAID
5129232,86692939,16.6,0.23,DEBIT_STORE,PAID
4720107,77344838,81.7,2.21,ONLINE,PAID
5223758,88245982,288.3,7.78,ONLINE,PAID
4972336,83651234,75.5,1.13,ONLINE,PAID
5105445,86348225,128.1,1.79,ONLINE,PAID
4543007,72290714,423.88,8.48,ONLINE,PAID
5227326,88316624,57.8,0.87,ONLINE,PAID
5363943,91347009,52.2,1.41,ONLINE,PAID
4893925,81990570,233.6,6.31,ONLINE,PAID
4794978,79484279,91.8,2.48,ONLINE,PAID
4788489,79309152,211.7,5.72,ONLINE,PAID
5101580,86240818,140.8,3.8,ONLINE,PAID
4667006,75881719,46.2,0.69,ONLINE,PAID
5057222,85478506,24.5,0.37,ONLINE,PAID
4843893,80718357,103.7,2.8,ONLINE,PAID
4793199,79448914,210.4,3.16,ONLINE,PAID
5353798,91119746,62.0,0.93,ONLINE,PAID
5321753,90422693,38.89,0.58,ONLINE,PAID
5142587,87000890,149.1,2.09,ONLINE,PAID
4741698,78014829,22.9,0.34,ONLINE,PAID
5181172,87532904,32.4,0.49,ONLINE,PAID
4670660,76001081,69.4,1.87,ONLINE,PAID
5441932,92935239,78.3,2.11,ONLINE,PAID
5424569,92615165,110.6,2.99,ONLINE,PAID
4675336,76109053,107.5,2.9,ONLINE,PAID
4712394,77096445,44.9,0.0,DEBIT_STORE,PAID
4669470,75920907,43.9,0.66,ONLINE,PAID
4786369,79268206,92.3,2.49,ONLINE,PAID
5078792,85803630,111.8,3.02,ONLINE,PAID
4875309,81546299,161.3,4.36,ONLINE,PAID
4660141,75691434,30.9,0.46,ONLINE,PAID
4870245,81419348,44.2,0.62,ONLINE,PAID
5386094,91747180,142.0,2.13,ONLINE,PAID
4645929,75352213,10.0,0.0,VOUCHER,PAID
4918824,82558715,11.01,0.0,VOUCHER,PAID
5151558,87102941,21.8,0.0,VOUCHER_STORE,PAID
4589897,73680076,28.89,0.43,ONLINE,PAID
4972610,83656935,379.99,7.6,ONLINE,PAID
4432975,68640860,41.6,2.91,ONLINE,PAID
4986258,83929567,71.7,1.94,ONLINE,PAID
4429515,68482035,107.8,1.62,ONLINE,PAID
5060918,85553155,26.9,0.4,ONLINE,PAID
4802942,79744710,49.3,0.69,ONLINE,PAID
5396596,92028215,146.6,3.96,ONLINE,PAID
5030409,84960704,89.6,1.34,ONLINE,PAID
5256543,88961604,122.9,2.46,ONLINE,PAID
4938319,82909971,108.2,1.62,ONLINE,PAID
4924928,82703814,7.9,0.0,VOUCHER,PAID
4486500,70486009,54.0,0.81,ONLINE,PAID
5202695,87877791,68.55,0.96,ONLINE,PAID
4531504,71920411,21.7,0.33,ONLINE,PAID
5430212,92744818,15.0,0.23,ONLINE,PAID
4567527,73058788,124.3,3.36,ONLINE,CHARGEBACK
4503184,71012259,20.4,0.31,ONLINE,PAID
5007861,84481119,37.7,0.49,ONLINE,PAID
4563980,72974914,10.0,0.0,VOUCHER,PAID
4779763,79100413,49.5,0.74,ONLINE,PAID
4953313,83223396,32.0,0.42,ONLINE,PAID
4984834,83884113,132.01,1.98,DEBIT_STORE,PAID
4590165,73687958,28.3,0.37,ONLINE,PAID
5311570,90207012,200.53,4.01,PAYMENT_LINK,PAID
5378578,91658014,81.8,1.23,ONLINE,PAID
4433339,68650995,91.6,2.47,ONLINE,PAID
4479816,70303274,141.5,3.82,ONLINE,PAID
4941086,82966816,156.3,4.22,ONLINE,PAID
5077879,85786400,114.7,0.0,ONLINE,PAID
5323592,90451679,8.8,0.13,ONLINE,PAID
5335658,90685740,130.7,3.53,ONLINE,PAID
5077109,85774014,42.8,0.56,ONLINE,PAID
5165495,87299267,29.9,0.45,ONLINE,PAID
5025611,84824868,23.6,0.33,ONLINE,PAID
5306574,90100626,98.8,2.67,ONLINE,PAID
5265056,89163885,32.4,0.49,ONLINE,PAID
5402544,92143279,121.6,3.28,ONLINE,PAID
4571549,73194021,139.7,3.77,ONLINE,PAID
4529315,71820872,258.3,6.97,ONLINE,PAID
4838350,80590901,179.5,2.51,CREDIT,PAID
5274141,89389777,53.7,1.45,ONLINE,PAID
4647373,75407405,169.9,3.4,ONLINE,PAID
4684178,76344804,88.5,1.15,ONLINE,PAID
4677307,76145811,156.7,4.23,ONLINE,PAID
4580532,73457172,31.8,0.48,ONLINE,PAID
5126496,86691595,64.4,1.74,ONLINE,PAID
5361464,91326671,73.8,1.99,ONLINE,PAID
4835533,80511199,24.0,0.36,DEBIT_STORE,PAID
5358007,91210354,60.7,0.91,ONLINE,PAID
5389533,91854388,20.0,0.0,VOUCHER,PAID
4483915,70430088,208.8,5.64,ONLINE,PAID
5291219,89873973,153.7,3.07,ONLINE,PAID
5295795,89937988,35.8,0.54,ONLINE,PAID
