order_id,Order Date,Delivered Date,order Time Hour,Order Date Minute,Delivered Time Hour,Delivered Date Minute
84731853,4/4/2020,4/8/2020,12,39,23,8
74233760,12/18/2021,12/20/2021,10,4,22,37
93092520,9/3/2021,9/4/2021,8,38,23,4
83184844,7/13/2021,7/16/2021,13,25,4,2
84737372,5/26/2021,5/27/2021,8,1,17,22
77821367,6/7/2020,6/9/2020,15,6,2,19
70945704,5/24/2021,5/26/2021,10,9,19,45
82610371,4/29/2021,5/1/2021,16,52,5,42
91223006,6/13/2020,6/18/2020,16,34,6,22
92935580,7/10/2020,7/13/2020,15,1,6,40
87060390,5/23/2019,5/24/2019,8,33,21,13
87652912,4/10/2020,4/15/2020,14,44,6,3
85730952,10/23/2019,10/25/2019,8,30,0,7
87135624,2/3/2020,2/5/2020,14,19,2,59
73506822,9/11/2020,9/15/2020,16,8,9,5
70822117,9/13/2020,9/17/2020,13,22,5,5
87056776,7/1/2021,7/3/2021,14,21,1,23
78276974,6/20/2019,6/22/2019,12,33,21,53
85612189,10/4/2020,10/6/2020,10,19,21,9
88768080,6/25/2019,6/30/2019,15,56,6,25
82716269,2/1/2020,2/6/2020,8,42,0,52
93047594,6/1/2021,6/3/2021,8,10,0,16
90088681,1/26/2019,1/30/2019,16,12,0,40
70734212,12/28/2020,1/2/2021,13,2,1,22
77783310,9/17/2021,9/22/2021,12,54,1,43
83130880,5/7/2019,5/8/2019,14,18,22,41
93094314,9/12/2020,9/14/2020,11,7,21,44
81009601,3/14/2020,3/17/2020,11,52,20,25
92996702,1/9/2019,1/11/2019,13,44,6,28
71955737,12/10/2020,12/14/2020,10,37,19,57
77441606,5/25/2020,5/28/2020,16,51,1,35
91889640,10/9/2020,10/12/2020,15,48,7,50
79418819,8/12/2021,8/17/2021,15,12,7,8
81681007,11/8/2020,11/13/2020,16,59,9,22
86484528,7/14/2019,7/16/2019,14,23,2,22
73408754,8/4/2019,8/7/2019,11,35,23,59
68631763,1/1/2022,1/3/2022,16,50,5,15
70283251,8/26/2021,8/28/2021,10,28,1,7
87777534,3/15/2020,3/18/2020,16,47,2,53
92141748,6/14/2019,6/18/2019,10,36,1,46
80638672,12/22/2021,12/26/2021,8,51,16,57
81865739,9/11/2020,9/16/2020,16,36,8,39
92551146,6/28/2021,7/3/2021,13,14,1,55
82249579,1/20/2019,1/23/2019,13,14,2,8
87517010,2/6/2020,2/9/2020,10,12,0,31
77338586,9/27/2019,10/1/2019,8,28,18,30
90385306,4/6/2021,4/9/2021,16,50,1,30
69594889,4/16/2019,4/21/2019,13,21,2,35
81684130,6/15/2020,6/18/2020,8,53,19,21
68752408,6/11/2020,6/13/2020,8,3,17,55
84339826,6/2/2019,6/4/2019,10,51,22,56
88116543,1/20/2020,1/21/2020,9,50,20,32
83853435,9/9/2020,9/12/2020,12,46,21,53
77691260,11/20/2019,11/24/2019,11,35,19,37
81513599,3/25/2021,3/26/2021,8,49,17,15
86809338,1/18/2020,1/23/2020,13,18,4,31
89174055,7/17/2020,7/21/2020,8,20,16,27
86581039,11/21/2020,11/22/2020,10,34,23,27
76124641,6/27/2019,6/29/2019,8,32,19,52
76749712,1/8/2020,1/12/2020,12,25,1,18
91502996,5/8/2021,5/11/2021,13,19,23,59
87009891,8/21/2021,8/25/2021,11,51,1,27
87919418,10/16/2019,10/18/2019,15,18,4,0
69836912,6/9/2020,6/11/2020,15,32,3,55
84025098,2/22/2020,2/27/2020,11,46,4,30
78979677,1/12/2020,1/14/2020,8,43,16,46
84999733,12/10/2019,12/13/2019,15,35,2,54
87536067,11/16/2019,11/20/2019,14,21,1,17
70455688,10/25/2019,10/27/2019,10,16,18,21
87255160,12/31/2019,1/2/2020,9,6,1,14
69431288,7/16/2019,7/20/2019,9,40,21,34
70121153,6/10/2020,6/14/2020,14,52,1,30
92409396,8/29/2021,8/31/2021,16,18,4,7
88598150,7/11/2021,7/14/2021,14,14,5,9
72831485,12/28/2020,12/29/2020,12,2,21,31
75779321,8/21/2020,8/25/2020,16,26,5,10
70861551,4/22/2020,4/25/2020,14,26,3,30
91325842,3/26/2019,3/29/2019,9,34,2,30
81538825,6/17/2019,6/18/2019,8,26,18,54
84361186,10/28/2019,10/30/2019,15,34,0,34
86161724,4/19/2021,4/21/2021,11,48,23,21
76372530,5/10/2020,5/13/2020,10,3,21,34
70111889,6/30/2020,7/1/2020,14,5,22,23
86464597,12/21/2019,12/24/2019,14,54,1,53
86509801,10/20/2019,10/22/2019,11,52,0,50
69464545,8/2/2020,8/7/2020,14,0,0,40
92737588,1/27/2019,1/28/2019,13,45,22,45
89287620,11/12/2021,11/15/2021,11,53,20,58
69659634,11/29/2019,12/4/2019,12,21,5,13
82190462,4/19/2020,4/24/2020,15,50,3,57
70147848,7/6/2021,7/9/2021,13,3,1,6
88214115,7/5/2019,7/6/2019,14,47,22,57
85278177,4/10/2021,4/14/2021,14,7,2,24
78469658,2/17/2021,2/19/2021,13,36,3,44
80699774,12/12/2019,12/17/2019,16,36,4,46
77529073,1/26/2021,1/31/2021,12,18,0,40
85323359,6/1/2020,6/3/2020,11,41,3,55
83093756,4/21/2021,4/25/2021,8,27,18,6
68948589,11/20/2019,11/21/2019,12,23,22,27
90377987,10/28/2020,10/29/2020,13,10,22,9
89790571,11/29/2021,12/1/2021,12,3,4,56
79969258,11/11/2020,11/14/2020,8,16,23,39
79283957,11/27/2019,11/30/2019,12,23,0,20
87849078,4/19/2019,4/23/2019,9,40,21,51
83390885,8/14/2021,8/15/2021,8,28,19,46
80690822,9/29/2019,10/2/2019,8,49,23,8
70550865,2/25/2021,2/26/2021,11,22,23,14
90565102,8/31/2020,9/4/2020,9,8,1,18
86340854,5/17/2019,5/21/2019,11,51,3,30
90565036,9/25/2020,9/30/2020,14,46,4,58
78162177,12/1/2021,12/3/2021,13,58,2,12
87416477,1/13/2020,1/16/2020,9,51,23,9
76800774,3/15/2019,3/18/2019,15,50,1,3
93136648,5/25/2019,5/28/2019,8,59,17,12
83631649,6/30/2019,7/2/2019,9,56,21,33
71710702,4/4/2019,4/7/2019,10,8,0,40
75700708,6/24/2020,6/27/2020,14,26,22,52
90647593,9/1/2020,9/5/2020,13,40,0,20
82706019,9/18/2020,9/21/2020,9,50,23,49
80237211,3/29/2019,4/1/2019,8,38,16,40
71696014,10/3/2019,10/7/2019,12,10,21,35
87131535,9/10/2019,9/12/2019,11,59,23,44
88072671,3/16/2019,3/21/2019,12,37,4,39
70216628,5/26/2019,5/28/2019,13,31,23,45
74073956,12/18/2020,12/20/2020,15,25,5,59
82893452,11/24/2020,11/28/2020,14,18,4,13
72274693,2/20/2021,2/24/2021,8,43,1,7
86897657,2/5/2020,2/7/2020,15,30,5,40
79180326,11/14/2021,11/18/2021,11,58,2,58
87638342,6/17/2021,6/21/2021,14,23,0,11
92158240,5/4/2019,5/7/2019,10,42,19,31
79317651,6/21/2020,6/26/2020,14,27,5,6
91948589,3/17/2019,3/19/2019,13,34,4,23
87072734,10/13/2020,10/15/2020,11,2,23,24
76020992,11/23/2020,11/28/2020,15,35,0,0
87933754,12/7/2019,12/10/2019,10,42,20,33
92634069,2/28/2021,3/5/2021,15,50,8,34
70517635,11/12/2019,11/14/2019,9,36,2,25
85231713,8/15/2019,8/20/2019,13,10,1,57
87545689,11/14/2020,11/16/2020,16,55,9,9
86905132,9/8/2019,9/9/2019,13,2,23,50
71029771,2/3/2021,2/7/2021,14,46,4,41
83240102,8/16/2021,8/18/2021,10,37,3,33
89197751,8/17/2020,8/18/2020,8,18,22,46
90407150,11/29/2020,12/1/2020,16,33,1,16
72292514,6/18/2019,6/20/2019,10,33,22,32
84372253,10/2/2021,10/5/2021,15,47,6,37
87665126,12/10/2020,12/14/2020,11,16,20,8
84748924,9/8/2021,9/12/2021,15,41,23,49
70925398,2/3/2020,2/6/2020,8,39,21,13
75013966,10/31/2019,11/4/2019,11,50,23,36
90369933,12/26/2021,12/28/2021,9,53,19,46
89162554,2/12/2019,2/15/2019,9,56,21,14
85077468,4/22/2020,4/26/2020,10,59,23,56
84600131,9/24/2019,9/27/2019,16,58,2,23
81641428,1/20/2020,1/25/2020,12,52,5,11
84298042,2/19/2020,2/24/2020,12,26,0,16
68852460,3/23/2021,3/27/2021,12,48,0,9
86427483,7/27/2021,7/29/2021,16,32,2,25
69757321,5/7/2020,5/12/2020,15,27,3,40
91430798,5/9/2021,5/11/2021,8,43,17,5
85228198,6/9/2019,6/10/2019,13,22,22,39
89077954,7/28/2020,7/31/2020,13,0,4,27
83398482,10/6/2020,10/11/2020,13,33,5,9
69888386,2/15/2021,2/19/2021,12,47,5,0
75650540,3/19/2020,3/22/2020,15,42,1,7
79814812,8/27/2019,8/31/2019,10,29,1,15
90384369,11/26/2021,12/1/2021,12,48,3,10
81519704,7/17/2020,7/19/2020,15,40,1,38
81938316,10/13/2020,10/15/2020,11,11,0,4
86824052,11/7/2019,11/11/2019,14,56,6,54
83626647,3/11/2019,3/13/2019,8,26,19,58
78424626,6/24/2019,6/27/2019,15,6,6,27
73903088,4/30/2021,5/3/2021,14,31,4,22
70950742,8/31/2021,9/2/2021,13,20,4,30
77360021,6/28/2021,7/2/2021,10,39,0,26
68996033,1/1/2020,1/4/2020,14,45,2,59
68633152,7/7/2021,7/11/2021,12,34,23,23
85304448,12/28/2019,12/31/2019,10,41,19,53
92065881,5/18/2021,5/20/2021,16,30,2,11
90085923,7/6/2020,7/8/2020,10,14,2,10
76399290,4/7/2019,4/11/2019,10,8,21,20
80585673,1/7/2020,1/10/2020,9,7,20,13
78678618,9/12/2019,9/16/2019,13,50,0,15
85143211,1/30/2020,2/4/2020,10,38,0,59
85620691,10/1/2020,10/6/2020,11,12,2,34
86587666,4/7/2020,4/10/2020,15,31,23,42
69887066,1/7/2020,1/10/2020,16,13,1,59
68977022,5/18/2019,5/23/2019,15,55,5,32
74387932,8/3/2020,8/5/2020,16,31,3,16
85505154,3/29/2020,4/1/2020,11,24,0,22
75800962,5/30/2019,6/4/2019,15,24,2,31
87754632,11/23/2019,11/25/2019,11,11,1,50
78249983,1/9/2019,1/12/2019,15,2,5,14
87071425,10/24/2020,10/27/2020,11,36,4,26
92399258,3/15/2020,3/19/2020,10,32,21,57
91852009,3/27/2021,3/28/2021,10,20,18,30
90393313,6/11/2021,6/15/2021,16,18,2,34
90794041,5/10/2020,5/13/2020,13,27,3,42
82621441,10/29/2021,11/2/2021,13,47,3,4
76104114,4/6/2020,4/9/2020,15,43,4,4
92307249,3/15/2019,3/19/2019,14,51,23,6
80169845,4/13/2020,4/15/2020,11,57,20,21
89056826,9/12/2021,9/14/2021,11,37,23,7
76081267,6/16/2021,6/18/2021,10,1,20,20
82742230,7/3/2021,7/8/2021,13,2,5,38
75430626,6/7/2019,6/8/2019,8,37,21,26
74876538,8/10/2020,8/14/2020,12,3,4,59
83620096,9/8/2019,9/13/2019,15,19,6,30
90209540,4/22/2021,4/25/2021,11,51,20,49
76491491,3/11/2019,3/13/2019,12,6,22,47
83390384,12/19/2021,12/21/2021,11,56,0,26
82950215,10/7/2020,10/11/2020,8,52,23,46
81866976,6/6/2021,6/10/2021,13,48,22,2
90891155,2/5/2020,2/8/2020,14,15,4,45
86998764,1/17/2020,1/18/2020,8,19,19,57
70919530,11/6/2020,11/9/2020,9,57,22,48
92395703,10/31/2020,11/5/2020,10,8,2,36
85035384,8/5/2019,8/6/2019,8,14,20,36
77450519,4/5/2020,4/7/2020,10,22,23,30
92984029,12/16/2019,12/18/2019,9,36,0,32
89662828,11/24/2019,11/28/2019,13,58,0,50
82230594,9/10/2019,9/11/2019,13,23,22,28
88760572,3/28/2020,3/30/2020,14,45,3,2
89089988,5/2/2019,5/5/2019,13,33,5,38
70540211,3/11/2021,3/14/2021,13,17,0,1
80664701,3/29/2019,4/1/2019,8,9,21,17
87248025,7/16/2021,7/18/2021,8,53,0,18
91586782,5/26/2020,5/29/2020,11,44,21,7
75848688,7/6/2020,7/11/2020,14,37,6,26
68704331,5/1/2020,5/5/2020,15,54,4,9
82746081,4/4/2021,4/8/2021,15,41,6,15
84794343,2/9/2021,2/10/2021,11,38,21,30
69338801,3/18/2019,3/19/2019,10,48,22,15
71585734,6/20/2020,6/25/2020,11,41,2,1
88872911,10/13/2021,10/15/2021,8,24,17,52
80393464,6/21/2021,6/25/2021,12,23,21,6
81220478,11/19/2019,11/24/2019,16,16,8,11
78692336,4/10/2019,4/15/2019,14,18,6,5
68667911,6/30/2019,7/4/2019,14,42,5,43
79178791,2/17/2021,2/21/2021,11,24,19,25
85206381,1/17/2019,1/21/2019,11,13,1,47
76014016,3/23/2020,3/25/2020,12,39,22,23
88942398,8/4/2020,8/8/2020,8,29,21,8
88073050,12/1/2020,12/4/2020,10,12,21,34
86854963,11/1/2020,11/4/2020,9,3,19,51
85311441,12/31/2020,1/1/2021,13,10,23,38
81143159,6/14/2020,6/18/2020,8,11,23,21
79558126,1/19/2020,1/22/2020,16,41,0,51
90169978,5/20/2020,5/23/2020,8,37,1,14
87518752,6/16/2020,6/19/2020,10,50,19,34
78349043,8/30/2019,9/3/2019,10,11,22,13
85237458,8/2/2021,8/3/2021,12,33,21,35
78575823,7/2/2019,7/5/2019,15,41,6,57
86404362,2/23/2020,2/27/2020,12,0,21,10
87418235,1/31/2021,2/5/2021,12,56,3,30
88564145,12/26/2019,12/28/2019,9,24,20,22
69123025,8/23/2021,8/25/2021,9,58,20,29
76274992,2/17/2020,2/21/2020,10,50,2,6
81288963,9/15/2021,9/18/2021,16,57,8,15
68678990,1/27/2019,1/29/2019,12,19,4,6
72026185,8/31/2019,9/2/2019,8,42,19,9
83616366,10/20/2019,10/23/2019,12,10,23,55
82908105,10/21/2020,10/24/2020,15,11,1,3
77355151,6/4/2019,6/6/2019,14,15,1,22
80630390,2/7/2020,2/11/2020,9,42,20,32
88572505,9/13/2021,9/18/2021,8,32,0,17
91937252,5/12/2019,5/16/2019,11,10,19,47
79970238,6/22/2021,6/25/2021,16,10,6,45
89521378,10/11/2021,10/14/2021,13,25,0,2
68662205,5/28/2019,6/1/2019,10,5,23,57
87971774,2/3/2020,2/6/2020,11,45,20,28
79971848,11/13/2020,11/15/2020,9,43,17,45
79558136,6/14/2020,6/19/2020,9,48,0,56
82702869,5/21/2019,5/25/2019,11,7,19,53
70442564,5/18/2019,5/20/2019,11,24,3,19
87423606,9/11/2020,9/13/2020,16,47,3,40
75991571,9/24/2021,9/27/2021,9,44,1,40
91973853,5/4/2020,5/9/2020,15,53,4,33
93053610,1/18/2021,1/23/2021,16,33,8,59
84074056,8/25/2019,8/29/2019,11,45,21,59
88842307,12/2/2021,12/5/2021,13,46,5,47
87401805,3/13/2019,3/15/2019,16,39,1,26
70755404,2/6/2019,2/8/2019,10,46,18,47
85641288,2/11/2019,2/13/2019,9,40,23,58
75671673,5/27/2019,5/31/2019,10,25,2,50
78856353,6/8/2021,6/10/2021,14,25,23,36
88515459,12/7/2019,12/11/2019,9,46,20,47
83384640,3/31/2020,4/3/2020,14,13,6,5
81487541,9/25/2019,9/26/2019,10,34,18,49
93126504,12/22/2020,12/25/2020,12,31,4,32
83459248,8/6/2020,8/8/2020,13,17,1,0
82811284,11/27/2021,11/29/2021,8,12,21,23
89191910,2/13/2020,2/18/2020,15,42,0,33
87827827,10/30/2021,11/2/2021,13,9,22,39
72369646,3/5/2019,3/7/2019,15,31,3,53
90082985,3/23/2021,3/24/2021,9,23,18,34
91549504,3/29/2021,3/31/2021,11,12,22,17
93123525,7/17/2021,7/20/2021,8,19,1,2
91704180,3/22/2020,3/25/2020,11,38,22,34
92379614,12/29/2019,12/31/2019,15,35,6,59
73438605,7/4/2021,7/9/2021,15,44,7,25
87494612,8/3/2020,8/7/2020,10,24,1,49
84342201,6/18/2019,6/19/2019,11,44,20,11
79221126,12/22/2021,12/24/2021,8,16,16,42
68487304,4/6/2020,4/9/2020,9,12,20,31
86489721,2/25/2019,3/2/2019,10,47,3,15
82462103,4/17/2021,4/21/2021,9,52,18,58
81497789,5/25/2020,5/27/2020,10,35,23,24
87699852,5/29/2019,6/1/2019,14,18,23,7
78427929,8/8/2019,8/9/2019,8,1,20,49
72199004,6/6/2021,6/9/2021,11,34,21,7
81297176,4/5/2019,4/8/2019,14,24,5,6
81668508,12/13/2020,12/14/2020,14,49,23,52
68866740,5/9/2019,5/12/2019,9,20,20,52
84473526,7/10/2021,7/15/2021,14,6,4,52
78792485,5/17/2020,5/21/2020,14,49,23,26
87249205,12/16/2019,12/19/2019,10,19,19,9
85598234,10/27/2019,10/29/2019,10,44,23,7
91545815,4/3/2021,4/6/2021,13,56,22,38
76236285,4/24/2021,4/26/2021,14,41,4,15
79204438,9/26/2021,9/28/2021,11,1,22,45
80283717,7/18/2020,7/20/2020,12,22,2,56
88613126,2/19/2019,2/21/2019,9,30,22,1
92515494,11/16/2021,11/18/2021,12,7,3,11
91314373,4/28/2021,5/2/2021,9,14,0,56
75576860,1/24/2020,1/28/2020,14,56,5,53
88418288,1/19/2019,1/24/2019,8,27,0,4
82098838,1/13/2020,1/16/2020,15,29,1,24
92636012,6/30/2019,7/5/2019,13,50,4,22
78136288,9/19/2021,9/21/2021,16,4,6,35
75190462,11/15/2019,11/18/2019,9,16,17,43
91915507,11/23/2019,11/27/2019,11,9,3,44
77974905,10/2/2020,10/6/2020,15,10,7,13
77264949,12/7/2019,12/12/2019,15,14,4,41
81005147,8/11/2021,8/12/2021,13,2,23,25
72018258,8/30/2021,9/3/2021,8,39,18,30
89343279,9/30/2021,10/3/2021,8,43,22,26
69771816,1/16/2021,1/21/2021,10,25,0,25
68723568,4/23/2019,4/24/2019,13,38,23,32
89954305,3/21/2021,3/24/2021,12,54,2,1
82922001,5/29/2019,6/3/2019,16,40,2,2
85910161,3/14/2019,3/18/2019,12,27,4,48
84124884,4/14/2021,4/19/2021,12,7,4,45
75289136,7/15/2019,7/17/2019,15,18,2,19
81532002,5/24/2020,5/29/2020,14,55,5,12
78673781,6/17/2020,6/20/2020,14,28,4,15
88137438,5/7/2019,5/10/2019,11,24,22,34
90969562,8/17/2021,8/19/2021,9,24,0,48
82432691,7/30/2021,8/4/2021,10,26,0,21
89178052,11/30/2021,12/3/2021,12,12,23,56
89889852,1/2/2020,1/6/2020,9,23,0,48
90047333,12/14/2021,12/16/2021,16,9,7,49
83229313,11/14/2021,11/18/2021,13,27,0,2
84504538,8/22/2021,8/25/2021,16,15,2,34
83865638,8/17/2020,8/18/2020,8,31,21,31
91885619,11/12/2021,11/16/2021,9,25,20,27
76934276,10/25/2020,10/28/2020,12,53,23,40
81944180,2/22/2020,2/24/2020,16,40,2,39
78452122,4/8/2019,4/10/2019,11,47,0,14
82369108,3/9/2019,3/12/2019,9,3,18,41
91332400,1/23/2019,1/26/2019,14,58,1,40
80506569,8/15/2020,8/17/2020,16,17,3,9
87951577,6/24/2021,6/27/2021,11,26,21,59
81039029,12/24/2021,12/28/2021,11,20,3,22
85897863,9/7/2020,9/10/2020,9,30,1,10
81539110,5/9/2019,5/13/2019,10,35,20,19
78669851,2/25/2019,3/1/2019,12,33,22,42
85007237,10/28/2020,10/31/2020,12,1,22,28
93117386,4/5/2019,4/8/2019,16,18,4,28
71024349,11/4/2021,11/6/2021,14,25,5,7
90050118,7/28/2019,8/1/2019,13,9,1,25
87697724,9/25/2020,9/27/2020,13,0,3,53
84628119,1/5/2021,1/9/2021,10,59,20,49
78788314,3/16/2019,3/21/2019,14,31,7,1
85902728,2/24/2020,2/29/2020,15,54,5,15
85588802,4/3/2021,4/8/2021,16,35,7,48
93131349,3/31/2019,4/2/2019,15,50,0,9
75869665,1/23/2019,1/25/2019,9,25,18,33
88623406,11/26/2021,11/30/2021,10,13,1,46
69979294,6/27/2020,7/1/2020,8,25,21,50
86010659,8/13/2021,8/17/2021,11,35,20,26
79033619,3/27/2021,3/29/2021,16,29,6,56
75285336,4/6/2019,4/9/2019,11,56,4,50
71905704,8/18/2020,8/19/2020,11,21,22,57
74650063,8/14/2021,8/18/2021,13,24,3,38
86282018,7/15/2020,7/20/2020,16,53,6,33
76953789,3/2/2021,3/5/2021,16,4,1,51
80281854,3/15/2021,3/17/2021,10,5,23,24
83410110,10/14/2021,10/19/2021,12,40,3,32
83835307,6/2/2021,6/5/2021,10,43,2,9
86736594,3/9/2021,3/12/2021,10,10,2,51
80938231,9/26/2019,9/30/2019,13,39,6,34
89314898,10/12/2020,10/14/2020,14,2,6,59
74742445,6/18/2020,6/21/2020,15,15,2,28
70651016,4/9/2021,4/11/2021,16,34,1,20
89672808,9/25/2020,9/30/2020,11,8,1,18
92743668,11/7/2021,11/12/2021,16,7,0,10
83564157,3/24/2021,3/26/2021,8,25,18,37
85575945,9/12/2020,9/14/2020,14,32,23,40
80478621,8/6/2020,8/10/2020,13,11,22,13
91204318,10/25/2020,10/30/2020,11,27,4,18
81487513,8/7/2019,8/9/2019,9,52,21,23
79305858,3/5/2019,3/10/2019,16,40,2,34
75871631,1/11/2019,1/15/2019,12,18,20,25
82895550,1/3/2019,1/5/2019,8,49,1,7
72863500,1/6/2021,1/8/2021,12,51,1,42
93022323,5/13/2019,5/14/2019,9,9,21,19
86854796,10/5/2019,10/7/2019,9,56,0,20
87421547,5/11/2020,5/15/2020,15,46,2,14
77990607,6/23/2019,6/24/2019,9,1,21,34
73496885,10/16/2019,10/18/2019,15,18,6,47
77746222,4/19/2020,4/21/2020,11,43,0,3
77029634,6/20/2020,6/21/2020,11,1,23,8
79876582,4/7/2020,4/9/2020,14,10,22,43
84807547,11/17/2021,11/22/2021,16,37,2,14
76039287,6/6/2019,6/9/2019,12,50,4,8
93112435,10/26/2020,10/29/2020,11,55,22,48
90255208,4/26/2021,5/1/2021,16,20,9,8
73999943,8/25/2020,8/27/2020,14,16,5,43
73656647,11/18/2021,11/21/2021,15,32,4,46
73636142,9/18/2021,9/20/2021,10,8,21,44
87645038,11/26/2019,11/30/2019,12,55,22,39
70871756,3/18/2019,3/22/2019,12,48,23,4
85208685,12/20/2020,12/22/2020,14,15,3,29
91087830,2/20/2021,2/25/2021,15,1,1,5
73618983,3/27/2020,3/29/2020,16,37,7,7
79540938,8/25/2019,8/28/2019,14,50,5,16
82321332,12/30/2021,1/3/2022,14,1,0,13
85490150,4/20/2020,4/23/2020,9,56,22,9
92996331,1/5/2020,1/10/2020,13,26,0,38
83362999,6/25/2021,6/27/2021,14,51,3,47
92328738,3/26/2020,3/28/2020,14,18,4,43
87494612,5/22/2019,5/26/2019,12,0,20,24
70107637,10/16/2019,10/19/2019,9,15,18,19
87042352,7/20/2021,7/22/2021,13,19,5,47
82409118,3/4/2019,3/9/2019,13,56,5,25
89150160,5/3/2021,5/6/2021,8,44,17,21
77221121,4/6/2019,4/10/2019,14,58,23,43
91122632,9/1/2021,9/4/2021,9,49,0,21
81868398,6/15/2019,6/19/2019,16,40,3,37
80229080,5/2/2021,5/3/2021,9,46,20,27
87302056,12/24/2021,12/26/2021,14,35,4,0
75307566,1/26/2021,1/31/2021,15,58,4,31
82210146,2/12/2019,2/14/2019,8,19,18,31
77918892,2/6/2019,2/9/2019,8,13,18,24
69567512,7/10/2020,7/15/2020,12,40,4,16
83890231,5/10/2019,5/14/2019,12,23,21,41
76616763,5/2/2019,5/5/2019,16,57,1,45
81266249,1/25/2021,1/28/2021,13,31,4,1
77803794,7/16/2021,7/19/2021,10,31,22,34
87459814,10/31/2020,11/4/2020,10,52,22,49
72007657,10/31/2021,11/3/2021,11,58,22,13
71253843,11/4/2019,11/9/2019,16,16,4,53
79088697,1/15/2020,1/17/2020,15,13,0,44
69176097,9/9/2021,9/13/2021,14,35,23,52
87895000,12/25/2020,12/29/2020,16,35,7,17
70463688,1/14/2020,1/18/2020,16,22,4,2
72454882,1/23/2019,1/25/2019,12,29,3,13
90074966,11/8/2021,11/11/2021,15,3,6,2
81643521,3/21/2020,3/22/2020,12,1,23,8
76088509,8/10/2019,8/14/2019,13,18,0,54
77743887,5/20/2021,5/25/2021,15,40,3,53
85216874,7/15/2019,7/18/2019,8,36,21,31
70491224,4/7/2019,4/9/2019,14,49,5,34
77980340,8/17/2021,8/21/2021,16,12,6,47
84986410,1/8/2020,1/13/2020,16,1,1,29
81902822,10/17/2021,10/22/2021,16,50,8,2
84034759,2/3/2019,2/6/2019,9,28,22,4
78773338,7/16/2020,7/19/2020,15,56,0,15
89895828,11/13/2020,11/14/2020,8,23,18,5
73205335,6/11/2019,6/12/2019,11,33,22,23
79548575,7/12/2021,7/14/2021,11,3,23,2
79786138,1/18/2021,1/20/2021,16,32,7,4
74397872,1/20/2019,1/25/2019,13,36,1,32
81488528,3/12/2019,3/15/2019,14,43,6,8
85055092,1/15/2021,1/20/2021,11,6,0,31
93101182,3/30/2020,3/31/2020,9,9,18,14
70911103,10/15/2019,10/17/2019,16,26,8,51
84698868,12/9/2021,12/13/2021,10,36,22,46
84481724,11/19/2019,11/24/2019,14,57,4,27
92413633,3/5/2020,3/8/2020,15,3,2,31
86441746,6/30/2020,7/2/2020,10,34,20,25
90673677,7/22/2021,7/25/2021,10,26,0,1
73248680,1/12/2019,1/15/2019,15,41,0,2
88442788,10/20/2019,10/23/2019,10,45,21,13
89180708,10/18/2021,10/23/2021,11,39,0,48
92264962,8/11/2020,8/15/2020,15,28,7,43
71821848,10/31/2021,11/3/2021,11,20,19,59
82887623,1/3/2020,1/6/2020,12,6,0,43
79797926,2/26/2021,3/2/2021,13,24,3,19
89597664,6/2/2020,6/5/2020,10,59,2,51
81713614,5/2/2020,5/5/2020,13,14,4,48
76715683,3/11/2019,3/13/2019,14,20,2,36
91316769,4/12/2019,4/16/2019,9,9,19,17
76690861,3/12/2021,3/17/2021,13,0,0,20
80165678,9/28/2019,10/1/2019,14,40,6,48
89150727,2/15/2020,2/20/2020,12,9,2,28
90301780,5/20/2021,5/25/2021,13,4,4,0
78621570,5/16/2019,5/17/2019,11,39,23,8
79982545,3/11/2021,3/13/2021,10,12,22,42
74371043,2/26/2019,2/28/2019,14,37,0,19
72226652,1/20/2020,1/24/2020,14,54,3,53
83672764,7/17/2021,7/19/2021,8,51,20,27
84860406,3/8/2019,3/13/2019,13,45,0,21
91555096,9/17/2019,9/19/2019,8,25,21,57
86834248,1/21/2021,1/26/2021,12,9,0,32
88417731,12/4/2019,12/7/2019,15,37,3,51
93113891,5/15/2019,5/18/2019,12,17,21,57
77247971,1/24/2020,1/29/2020,8,17,0,21
93134422,8/21/2021,8/26/2021,13,13,5,0
87064813,2/27/2020,3/1/2020,11,39,3,4
91553727,6/12/2019,6/14/2019,13,11,6,10
82774508,2/3/2021,2/5/2021,13,5,0,0
82442231,2/17/2020,2/21/2020,11,40,0,36
90396261,9/27/2019,9/29/2019,10,42,0,53
79966177,5/29/2020,5/31/2020,10,21,1,4
84603473,4/5/2021,4/10/2021,16,43,9,28
92525310,8/24/2020,8/27/2020,16,33,7,30
90297737,11/7/2019,11/11/2019,16,43,7,59
86125508,11/22/2020,11/25/2020,15,55,7,34
89776693,11/25/2019,11/29/2019,10,26,19,8
84486712,6/26/2020,6/27/2020,13,1,23,55
83250776,2/3/2020,2/5/2020,12,40,22,58
88409866,11/27/2019,12/2/2019,12,44,1,55
71800737,11/15/2019,11/19/2019,16,48,3,30
83863691,11/8/2021,11/12/2021,14,11,2,11
82661223,8/10/2019,8/11/2019,14,5,23,17
82400339,5/25/2019,5/27/2019,12,22,22,16
75348579,6/10/2021,6/12/2021,10,8,2,41
74024957,12/2/2019,12/4/2019,14,0,6,14
73635785,9/22/2019,9/26/2019,8,24,19,27
88236506,2/6/2019,2/9/2019,16,0,3,7
79090382,4/3/2019,4/6/2019,10,25,19,2
77246983,11/11/2019,11/15/2019,12,23,22,38
68414018,6/9/2020,6/12/2020,11,22,21,20
